strain	Sample_ID	Sample_Source	Data_Source	date	Location	Serotype	Sero_Geno	yale	caribbean	florida	cmplt_date	year	n_obs	n_obs_date	n_obs_ds
OP895917.1	DENV2_9_2022	Nagy_2022	NCBI	2021-12-XX	Maldives	2	2_II	0	0	0	0	2021	1	1	1
OP895919.1	DENV2_7030_2018	Nagy_2022	NCBI	2018-11-XX	Malaysia	2	2_II	0	0	0	0	2018	1	1	1
OP389112.1	2022GZ01726_LKA	Ponce_2022	NCBI	2022-07-25	China	2	2_II	0	0	0	1	2022	1	1	1
OL321176.1	NCD049	Jonduo_2022	NCBI	1905-07-08	Papua-New-Guinea	2	2_II	0	0	0	1	1905	3	3	3
OL321177.1	NCD050	Jonduo_2022	NCBI	1905-07-08	Papua-New-Guinea	2	2_II	0	0	0	1	1905	3	3	3
OL321178.1	DAR026	Jonduo_2022	NCBI	2016-03-07	Papua-New-Guinea	2	2_II	0	0	0	1	2016	8	8	8
OL321182.1	NCD015	Jonduo_2022	NCBI	2016-03-05	Papua-New-Guinea	2	2_II	0	0	0	1	2016	8	8	8
OL321183.1	NCD009	Jonduo_2022	NCBI	2016-03-12	Papua-New-Guinea	2	2_II	0	0	0	1	2016	8	8	8
OL321184.1	POM069	Jonduo_2022	NCBI	2016-05-10	Papua-New-Guinea	2	2_II	0	0	0	1	2016	8	8	8
OL321185.1	NCD043	Jonduo_2022	NCBI	1905-07-08	Papua-New-Guinea	2	2_II	0	0	0	1	1905	3	3	3
OL321186.1	NCD060	Jonduo_2022	NCBI	2016-04-12	Papua-New-Guinea	2	2_II	0	0	0	1	2016	8	8	8
ON907580.1	19XN14641_D2_NER	Ponce_2022	NCBI	2019-06-15	Niger	2	2_II_related	0	0	0	1	2019	3	3	3
ON907581.1	19XN16107_D2_PHL	Ponce_2022	NCBI	2019-07-02	Philippines	2	2_II_related	0	0	0	1	2019	7	5	7
ON908221.1	19XN16107	Su_2022	NCBI	2019-07-02	Philippines	2	2_II_related	0	0	0	1	2019	7	5	7
ON908223.1	19XN14641	Su_2022	NCBI	2019-06-15	Niger	2	2_II_related	0	0	0	1	2019	3	3	3
ON885253.1	19XN16107_D2_PHL	Ponce_2022	NCBI	2019-07-02	Philippines	2	2_II_related	0	0	0	1	2019	7	5	7
ON885286.1	19XN14641_D2_NER	Ponce_2022	NCBI	2019-06-15	Niger	2	2_II_related	0	0	0	1	2019	3	3	3
ON853797.1	18XN18318_D2_KHM	Ponce_2022	NCBI	2018-07-13	Cambodia	2	2_V	0	0	0	1	2018	7	5	7
LC436671.1	B17-1482	Suzuki_2020	NCBI	2017-10-XX	Bangladesh	2	2_II_related	0	0	0	0	2017	11	11	10
LC436675.1	B17-1634	Suzuki_2020	NCBI	2017-12-XX	Bangladesh	2	2_II	0	0	0	0	2017	11	11	10
LC436673.1	B17-1556	Suzuki_2020	NCBI	2017-11-XX	Bangladesh	2	2_II	0	0	0	0	2017	11	11	10
LC436674.1	B17-1571	Suzuki_2020	NCBI	2017-11-XX	Bangladesh	2	2_II	0	0	0	0	2017	11	11	10
LC436672.1	B17-1489	Suzuki_2020	NCBI	2017-10-XX	Bangladesh	2	2_II	0	0	0	0	2017	11	11	10
LC436670.1	B17-1431	Suzuki_2020	NCBI	2017-10-XX	Bangladesh	2	2_II_related	0	0	0	0	2017	11	11	10
LC436669.1	B17-1357	Suzuki_2020	NCBI	2017-10-XX	Bangladesh	2	2_II	0	0	0	0	2017	11	11	10
MN328061.1	CHRF_DenV002	Saha_2019	NCBI	2019-07-29	Bangladesh	2	2_II	0	0	0	1	2019	12	12	10
MN589882.1	134denv2_BR_Rj	Torres_2019	NCBI	2000-05-03	Brazil	2	2_III	0	0	0	1	2000	11	1	10
JX669487.1	72144/BR-PE/00	Silva_2013	NCBI	2000-XX-XX	Brazil	2	2_III	0	0	0	0	2000	11	10	10
FJ850072.1	DENV-2/BR/BID-V2376/2000	Henn_2009	NCBI	2000-XX-XX	Brazil	2	2_III	0	0	0	0	2000	11	10	10
OK605761.1	DENV2-5_SP194589	Tamura_2022	NCBI	2000-XX-XX	Brazil	2	2_III	0	0	0	0	2000	11	10	10
DH160	SP 194589	Ott_2022	Yale	2000-XX-XX	Brazil	2	2_III	0	0	0	0	2000	11	10	10
MN589884.1	136denv2_BR_Rj	Torres_2019	NCBI	2001-05-30	Brazil	2	2_III	0	0	0	1	2001	14	2	10
MN589883.1	135denv2_BR_Rj	Torres_2019	NCBI	2001-04-02	Brazil	2	2_III	0	0	0	1	2001	14	2	10
FJ850074.1	DENV-2/BR/BID-V2379/2001	Henn_2009	NCBI	2001-XX-XX	Brazil	2	2_III	0	0	0	0	2001	14	12	10
JX073928.1	BR_DEN2_01-01	Pereira_2014	NCBI	2001-XX-XX	Brazil	2	2_III	0	0	0	0	2001	14	12	10
FJ850076.1	DENV-2/BR/BID-V2382/2002	Henn_2009	NCBI	2002-XX-XX	Brazil	2	2_III	0	0	0	0	2002	15	15	10
JX669488.1	87086/BR-PE/02	Silva_2013	NCBI	2002-XX-XX	Brazil	2	2_III	0	0	0	0	2002	15	15	10
FJ850082.1	DENV-2/BR/BID-V2390/2004	Henn_2009	NCBI	2004-XX-XX	Brazil	2	2_III	0	0	0	0	2004	11	11	10
FJ850085.1	DENV-2/BR/BID-V2393/2005	Henn_2009	NCBI	2005-XX-XX	Brazil	2	2_III	0	0	0	0	2005	12	11	10
KP188549.1	BR/SJRP/327/2006	Vedovello_2016	NCBI	2006-05-26	Brazil	2	2_III	0	0	0	1	2006	32	1	10
FJ850088.1	DENV-2/BR/BID-V2396/2006	Henn_2009	NCBI	2006-XX-XX	Brazil	2	2_III	0	0	0	0	2006	32	31	10
MN589858.1	137denv2_BR_Rj	Torres_2019	NCBI	2007-08-27	Brazil	2	2_III	0	0	0	1	2007	22	3	10
MN589860.1	139denv2_BR_Rj	Torres_2019	NCBI	2007-12-20	Brazil	2	2_III	0	0	0	1	2007	22	3	10
MN589859.1	138denv2_BR_Rj	Torres_2019	NCBI	2007-11-22	Brazil	2	2_III	0	0	0	1	2007	22	3	10
MW577845.1	199	Torres_2021	NCBI	2008-12-05	Brazil	2	2_III	0	0	0	1	2008	36	16	10
MN589862.1	141denv2_BR_Rj	Torres_2019	NCBI	2008-03-13	Brazil	2	2_III	0	0	0	1	2008	36	16	10
MW577843.1	197	Torres_2021	NCBI	2008-04-23	Brazil	2	2_III	0	0	0	1	2008	36	16	10
MN589861.1	140denv2_BR_Rj	Torres_2019	NCBI	2008-03-17	Brazil	2	2_III	0	0	0	1	2008	36	16	10
KP188550.1	BR/SJRP/350/2008	Vedovello_2016	NCBI	2008-06-17	Brazil	2	2_III	0	0	0	1	2008	36	16	10
MN589865.1	144denv2_BR_Rj	Torres_2019	NCBI	2008-04-07	Brazil	2	2_III	0	0	0	1	2008	36	16	10
MW577844.1	198	Torres_2021	NCBI	2008-04-23	Brazil	2	2_III	0	0	0	1	2008	36	16	10
MW577847.1	201	Torres_2021	NCBI	2008-02-08	Brazil	2	2_III	0	0	0	1	2008	36	16	10
MN589863.1	142denv2_BR_Rj	Torres_2019	NCBI	2008-04-30	Brazil	2	2_III	0	0	0	1	2008	36	16	10
JX286520.1	DGV37	Romano_2013	NCBI	2010-02-24	Brazil	2	2_III	0	0	0	1	2010	48	37	10
JX286517.1	ACS46_II	Romano_2013	NCBI	2010-03-01	Brazil	2	2_III	0	0	0	1	2010	48	37	10
MW577852.1	206	Torres_2021	NCBI	2010-03-02	Brazil	2	2_III	0	0	0	1	2010	48	37	10
MN589869.1	148denv2_BR_Rj	Torres_2019	NCBI	2010-03-09	Brazil	2	2_III	0	0	0	1	2010	48	37	10
MN589867.1	146denv2_BR_Rj	Torres_2019	NCBI	2010-04-29	Brazil	2	2_III	0	0	0	1	2010	48	37	10
MW577855.1	209	Torres_2021	NCBI	2010-03-22	Brazil	2	2_III	0	0	0	1	2010	48	37	10
JX286523.1	DGV91	Romano_2013	NCBI	2010-03-24	Brazil	2	2_III	0	0	0	1	2010	48	37	10
MN589872.1	153denv2_BR_Rj	Torres_2019	NCBI	2011-02-16	Brazil	2	2_III	0	0	0	1	2011	25	24	10
MW577834.1	188	Torres_2021	NCBI	2011-02-16	Brazil	2	2_III	0	0	0	1	2011	25	24	10
MN589875.1	156denv2_BR_Rj	Torres_2019	NCBI	2011-04-12	Brazil	2	2_III	0	0	0	1	2011	25	24	10
MN589876.1	157denv2_BR_Rj	Torres_2019	NCBI	2011-04-20	Brazil	2	2_III	0	0	0	1	2011	25	24	10
MN589878.1	159denv2_BR_Rj	Torres_2019	NCBI	2011-05-04	Brazil	2	2_III	0	0	0	1	2011	25	24	10
KP188555.1	BR/SJRP/846/2013	Vedovello_2016	NCBI	2013-02-07	Brazil	2	2_III	0	0	0	1	2013	18	13	10
KP188553.1	BR/SJRP/615/2013	Vedovello_2016	NCBI	2013-01-10	Brazil	2	2_III	0	0	0	1	2013	18	13	10
KP188554.1	BR/SJRP/779/2013	Vedovello_2016	NCBI	2013-02-04	Brazil	2	2_III	0	0	0	1	2013	18	13	10
MT929754.1	OPAS178	Adelino_2021	NCBI	2019-01-14	Brazil	2	2_III	0	0	0	1	2019	229	228	10
MW577821.1	174	Torres_2021	NCBI	2019-02-22	Brazil	2	2_III	0	0	0	1	2019	229	228	10
MW577825.1	179	Torres_2021	NCBI	2019-05-22	Brazil	2	2_III	0	0	0	1	2019	229	228	10
MT929650.1	OPAS03	Adelino_2021	NCBI	2019-03-27	Brazil	2	2_III	0	0	0	1	2019	229	228	10
MT929620.1	CG103	Adelino_2021	NCBI	2019-01-26	Brazil	2	2_III	0	0	0	1	2019	229	228	10
MT929743.1	OPAS145	Adelino_2021	NCBI	2019-05-09	Brazil	2	2_III	0	0	0	1	2019	229	228	10
MW577811.1	162	Torres_2021	NCBI	2019-05-02	Brazil	2	2_III	0	0	0	1	2019	229	228	10
ON634705.1	NS6480	Sacchi_2022	NCBI	2020-01-15	Brazil	2	2_III	0	0	0	1	2020	24	24	10
ON634713.1	NS7465	Sacchi_2022	NCBI	2020-02-27	Brazil	2	2_III	0	0	0	1	2020	24	24	10
ON634715.1	NS8010	Sacchi_2022	NCBI	2020-03-16	Brazil	2	2_III	0	0	0	1	2020	24	24	10
ON634712.1	NS7453	Sacchi_2022	NCBI	2020-02-14	Brazil	2	2_III	0	0	0	1	2020	24	24	10
ON634711.1	NS7323	Sacchi_2022	NCBI	2020-02-17	Brazil	2	2_III	0	0	0	1	2020	24	24	10
ON634704.1	NS6312	Sacchi_2022	NCBI	2020-01-21	Brazil	2	2_III	0	0	0	1	2020	24	24	10
ON634723.1	NS9053	Sacchi_2022	NCBI	2021-03-18	Brazil	2	2_III	0	0	0	1	2021	85	85	10
ON634722.1	NS8859	Sacchi_2022	NCBI	2021-02-20	Brazil	2	2_III	0	0	0	1	2021	85	85	10
ON634736.1	NS9815	Sacchi_2022	NCBI	2021-04-30	Brazil	2	2_III	0	0	0	1	2021	85	85	10
OP941840.1	Fiocruz-ILMD-FVSRCP_AR2200009	Nascimento_2022	NCBI	2022-10-24	Brazil	2	2_II	0	0	0	1	2022	174	174	11
MT261963.1	IP103	Letizia_2020	NCBI	2017-10-25	Burkina-Faso	2	2_II_related	0	0	0	1	2017	30	29	10
MT261959.1	IP029	Letizia_2020	NCBI	2017-10-17	Burkina-Faso	2	2_II_related	0	0	0	1	2017	30	29	10
MT261960.1	IP036	Letizia_2020	NCBI	2017-10-17	Burkina-Faso	2	2_II_related	0	0	0	1	2017	30	29	10
MT261970.1	IP494	Letizia_2020	NCBI	2017-11-03	Burkina-Faso	2	2_II_related	0	0	0	1	2017	30	29	10
MT261967.1	IP246	Letizia_2020	NCBI	2017-10-09	Burkina-Faso	2	2_II_related	0	0	0	1	2017	30	29	10
MT261968.1	IP270	Letizia_2020	NCBI	2017-10-12	Burkina-Faso	2	2_II_related	0	0	0	1	2017	30	29	10
FJ639697.1	DENV-2/KH/BID-V2020/2001	Henn_2009	NCBI	2001-XX-XX	Cambodia	2	2_III_related	0	0	0	0	2001	12	12	10
JF730044.1	DENV-2/KH/BID-V2019/2001	Henn_2011	NCBI	2001-XX-XX	Cambodia	2	2_III_related	0	0	0	0	2001	12	12	10
GQ868620.1	DENV-2/KH/BID-V2028/2003	Henn_2009	NCBI	2003-XX-XX	Cambodia	2	2_V	0	0	0	0	2003	23	23	10
FJ639703.1	DENV-2/KH/BID-V2033/2003	Henn_2009	NCBI	2003-XX-XX	Cambodia	2	2_III_related	0	0	0	0	2003	23	23	10
GQ868622.1	DENV-2/KH/BID-V2037/2003	Henn_2009	NCBI	2003-XX-XX	Cambodia	2	2_V	0	0	0	0	2003	23	23	10
GQ868621.1	DENV-2/KH/BID-V2034/2003	Henn_2009	NCBI	2003-XX-XX	Cambodia	2	2_V	0	0	0	0	2003	23	23	10
KF921931.1	DENV-2/KH/BID-V2032/2003	Zody_2014	NCBI	2003-XX-XX	Cambodia	2	2_III_related	0	0	0	0	2003	23	23	10
FJ639711.1	DENV-2/KH/BID-V2045/2005	Henn_2009	NCBI	2005-XX-XX	Cambodia	2	2_V	0	0	0	0	2005	15	15	10
GQ868623.1	DENV-2/KH/BID-V2047/2005	Henn_2009	NCBI	2005-XX-XX	Cambodia	2	2_V	0	0	0	0	2005	15	15	10
FJ639710.1	DENV-2/KH/BID-V2044/2005	Henn_2009	NCBI	2005-XX-XX	Cambodia	2	2_V	0	0	0	0	2005	15	15	10
GU131897.1	DENV-2/IPC/BID-V3789/2007	Henn_2009	NCBI	2007-XX-XX	Cambodia	2	2_V	0	0	0	0	2007	72	72	10
JF730046.1	DENV-2/KH/BID-V4272/2008	Henn_2011	NCBI	2008-XX-XX	Cambodia	2	2_V	0	0	0	0	2008	40	40	10
GU131900.1	DENV-2/IPC/BID-V3797/2008	Henn_2009	NCBI	2008-XX-XX	Cambodia	2	2_V	0	0	0	0	2008	40	40	10
GU131931.1	DENV-2/IPC/BID-V4271/2008	Henn_2009	NCBI	2008-XX-XX	Cambodia	2	2_V	0	0	0	0	2008	40	40	10
GU131901.1	DENV-2/IPC/BID-V3798/2008	Henn_2009	NCBI	2008-XX-XX	Cambodia	2	2_V	0	0	0	0	2008	40	40	10
GU131898.1	DENV-2/IPC/BID-V3795/2008	Henn_2009	NCBI	2008-XX-XX	Cambodia	2	2_V	0	0	0	0	2008	40	40	10
KF955401.1	DENV-2/KH/BID-V4269/2008	Zody_2014	NCBI	2008-XX-XX	Cambodia	2	2_V	0	0	0	0	2008	40	40	10
KF955402.1	DENV-2/KH/BID-V4276/2008	Zody_2014	NCBI	2008-XX-XX	Cambodia	2	2_V	0	0	0	0	2008	40	40	10
ON890479.1	19XN50506_D2_KHM	Ponce_2022	NCBI	2019-05-31	Cambodia	2	2_V	0	0	0	1	2019	104	12	11
ON908224.1	19XN17542	Su_2022	NCBI	2019-07-08	Cambodia	2	2_II	0	0	0	1	2019	104	12	11
ON887284.1	19XN17542_D2_KHM	Ponce_2022	NCBI	2019-07-08	Cambodia	2	2_II	0	0	0	1	2019	104	12	11
OL414765.1	109-0349_2020-08-10	Bohl_2021	NCBI	2020-08-XX	Cambodia	2	2_II	0	0	0	0	2020	30	29	10
OL414756.1	109-0377_2020-08-29	Bohl_2021	NCBI	2020-08-XX	Cambodia	2	2_II	0	0	0	0	2020	30	29	10
OL414757.1	109-0384_2020-09-01	Bohl_2021	NCBI	2020-09-XX	Cambodia	2	2_II	0	0	0	0	2020	30	29	10
OL414732.1	109-0376_2020-08-28	Bohl_2021	NCBI	2020-08-XX	Cambodia	2	2_II	0	0	0	0	2020	30	29	10
OL414758.1	109-0408_2020-09-23	Bohl_2021	NCBI	2020-09-XX	Cambodia	2	2_II	0	0	0	0	2020	30	29	10
OP999339.1	109-0384	Bohl_2022	NCBI	2020-09-XX	Cambodia	2	2_II	0	0	0	0	2020	30	29	10
JX470186.1	GZ40	Zhao_2012	NCBI	2010-XX-XX	China	2	2_II	0	0	0	0	2010	16	15	10
KY672949.1	DENV-2/China/YN/RL27/2013/	Hu_2019	NCBI	2013-09-30	China	2	2_V	0	0	0	1	2013	61	43	10
MN018345.1	D15341	Wu_2020	NCBI	2015-09-24	China	2	2_V	0	0	0	1	2015	148	81	10
KY672952.1	DENV-2/China/YN/JH1505/2015/	Hu_2019	NCBI	2015-11-15	China	2	2_II_related	0	0	0	1	2015	148	81	10
MF156241.1	XSBN09	Zhao_2018	NCBI	2015-10-18	China	2	2_II_related	0	0	0	1	2015	148	81	10
KY672955.1	DENV-2/China/YN/15DGR65/2015/	Hu_2019	NCBI	2015-08-15	China	2	2_V	0	0	0	1	2015	148	81	10
KY672945.1	DENV-2/China/YN/15DGR8/2015/	Hu_2019	NCBI	2015-06-13	China	2	2_V	0	0	0	1	2015	148	81	10
MN018364.1	D16168	Wu_2020	NCBI	2016-08-12	China	2	2_II_related	0	0	0	1	2016	61	44	10
MN018358.1	D16003	Wu_2020	NCBI	2016-02-01	China	2	2_II_related	0	0	0	1	2016	61	44	10
MN018353.1	D16027	Wu_2020	NCBI	2016-06-15	China	2	2_II	0	0	0	1	2016	61	44	10
MK578531.1	GZ16XN03534	Su_2019	NCBI	2016-02-04	China	2	2_II_related	0	0	0	1	2016	61	44	10
OP684147.1	DENV-2/CN/HZ17-1450/2017	Yu_2022	NCBI	2017-09-19	China	2	2_II	0	0	0	1	2017	177	97	10
OP684179.1	DENV-2/CN/HZ17-996/2017	Yu_2022	NCBI	2017-09-12	China	2	2_II	0	0	0	1	2017	177	97	10
OP684166.1	DENV-2/CN/HZ17-510/2017	Yu_2022	NCBI	2017-09-02	China	2	2_II_related	0	0	0	1	2017	177	97	10
OP684158.1	DENV-2/CN/HZ17-333/2017	Yu_2022	NCBI	2017-08-29	China	2	2_II	0	0	0	1	2017	177	97	10
OP684143.1	DENV-2/CN/HZ17-1003/2017	Yu_2022	NCBI	2017-09-12	China	2	2_II	0	0	0	1	2017	177	97	10
OP684173.1	DENV-2/CN/HZ-715/2017	Yu_2022	NCBI	2017-09-05	China	2	2_II	0	0	0	1	2017	177	97	10
OP684163.1	DENV-2/CN/HZ17-455/2017	Yu_2022	NCBI	2017-08-29	China	2	2_II	0	0	0	1	2017	177	97	10
OP684167.1	DENV-2/CN/HZ17-511/2017	Yu_2022	NCBI	2017-09-02	China	2	2_II	0	0	0	1	2017	177	97	10
OP684185.1	DENV-2/CN/HZ18-319/2018	Yu_2022	NCBI	2018-09-04	China	2	2_V	0	0	0	1	2018	89	57	10
MK564484.1	GZ18XN18818	Su_2019	NCBI	2018-07-23	China	2	2_II	0	0	0	1	2018	89	57	10
OP684183.1	DENV-2/CN/HZ18-25/2018	Yu_2022	NCBI	2018-05-27	China	2	2_II	0	0	0	1	2018	89	57	10
MK578533.1	GZ18XN20079	Su_2019	NCBI	2018-08-16	China	2	2_II_related	0	0	0	1	2018	89	57	10
MT754366.1	YN2	Long_2021	NCBI	2019-10-24	China	2	2_V	0	0	0	1	2019	210	172	10
MN944002.1	19XN16107	Su_2020	NCBI	2019-07-02	China	2	2_II_related	0	0	0	1	2019	210	172	10
GQ868556.1	DENV-2/CO/BID-V3372/2005	Henn_2009	NCBI	2005-XX-XX	Colombia	2	2_III	0	0	0	0	2005	14	14	10
FJ024473.1	DENV-2/CO/BID-V1594/2005	Henn_2008	NCBI	2005-XX-XX	Colombia	2	2_III	0	0	0	0	2005	14	14	10
GQ868555.1	DENV-2/CO/BID-V3371/2005	Henn_2009	NCBI	2005-XX-XX	Colombia	2	2_III	0	0	0	0	2005	14	14	10
FJ024474.1	DENV-2/CO/BID-V1595/2005	Henn_2008	NCBI	2005-XX-XX	Colombia	2	2_III	0	0	0	0	2005	14	14	10
FJ182012.1	DENV-2/CO/BID-V1597/2005	Henn_2008	NCBI	2005-XX-XX	Colombia	2	2_III	0	0	0	0	2005	14	14	10
KY474323.1	TD-00036-S	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	2	2_III	0	0	0	0	2014	35	33	10
KY474309.1	RL-00065-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	2	2_III	0	0	0	0	2014	35	33	10
KY474324.1	00143-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	2	2_III	0	0	0	0	2014	35	33	10
KY474312.1	TD-00082-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	2	2_III	0	0	0	0	2014	35	33	10
KY474331.1	00166-P	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	2	2_III	0	0	0	0	2014	35	33	10
KY474317.1	TD-00021-S	Stewart-Ibarra_2018	NCBI	2014-XX-XX	Ecuador	2	2_III	0	0	0	0	2014	35	33	10
MN462633.1	00240-P_12914-2015_05_07	Berry_2020	NCBI	2015-04-28	Ecuador	2	2_III	0	0	0	1	2015	15	15	10
MN462635.1	00255-P_12915-2015_05_19	Berry_2020	NCBI	2015-05-19	Ecuador	2	2_III	0	0	0	1	2015	15	15	10
MN462632.1	00221-P_12912-2015_04_10	Berry_2020	NCBI	2015-10-04	Ecuador	2	2_III	0	0	0	1	2015	15	15	10
MN462636.1	00265-P_12916-2015_05_27	Berry_2020	NCBI	2015-05-27	Ecuador	2	2_III	0	0	0	1	2015	15	15	10
OQ339137.1	THSTI-TRC-DENV2-13	Verma_2023	NCBI	1905-07-14	India	2	2_II_related	0	0	0	1	1905	13	13	10
OP809581.1	THSTI-TRC-DENV2-10	Agrawal_2022	NCBI	1905-07-13	India	2	2_II_related	0	0	0	1	1905	13	13	10
OP809583.1	THSTI-TRC-DENV2-12	Agrawal_2022	NCBI	1905-07-11	India	2	2_IV	0	0	0	1	1905	13	13	10
OP809582.1	THSTI-TRC-DENV2-11	Agrawal_2022	NCBI	1905-07-13	India	2	2_II	0	0	0	1	1905	13	13	10
OP310806.1	THSTI-TRC-DENV2-06	Agrawal_2022	NCBI	1905-07-10	India	2	2_II_related	0	0	0	1	1905	13	13	10
ON799267.1	THSTI-TRC-DENV2-07	Maurya_2022	NCBI	1905-07-10	India	2	2_II_related	0	0	0	1	1905	13	13	10
OQ547234.1	THSTI-TRC-DENV2-15	Verma_2023	NCBI	1905-07-14	India	2	2_II_related	0	0	0	1	1905	13	13	10
OP310807.1	THSTI-TRC-DENV2-08	Agrawal_2022	NCBI	1905-07-11	India	2	2_II_related	0	0	0	1	1905	13	13	10
MH822942.1	T82_S79_DENV2	Kar_2018	NCBI	2014-09-22	India	2	2_II_related	0	0	0	1	2014	12	6	10
MH822949.1	T90_S83_DENV2	Kar_2018	NCBI	2014-10-28	India	2	2_II_related	0	0	0	1	2014	12	6	10
MH822943.1	T96_S84_DENV2	Kar_2018	NCBI	2014-11-07	India	2	2_II_related	0	0	0	1	2014	12	6	10
MH822955.1	T89_S82_DENV2	Kar_2018	NCBI	2014-10-25	India	2	2_II_related	0	0	0	1	2014	12	6	10
MH822952.1	T107_S90_DENV2	Kar_2018	NCBI	2014-09-16	India	2	2_II_related	0	0	0	1	2014	12	6	10
MK858096.1	FT_T85_S81_R2	Pattabiraman_2020	NCBI	2014-XX-XX	India	2	2_II_related	0	0	0	0	2014	12	6	10
MH822940.1	T81_S78_DENV2	Kar_2018	NCBI	2014-XX-XX	India	2	2_II_related	0	0	0	0	2014	12	6	10
MG560143.1	UoH_58620	Vaddadi_2018	NCBI	2014-XX-XX	India	2	2_II_related	0	0	0	0	2014	12	6	10
MG560144.1	UoH_583351	Vaddadi_2018	NCBI	2014-XX-XX	India	2	2_II_related	0	0	0	0	2014	12	6	10
MK858098.2	FT_J250_S45_R2	Pattabiraman_2020	NCBI	2016-08-31	India	2	2_II_related	0	0	0	1	2016	75	49	10
MK858105.2	FT_DNS1_467_S29_R3	Pattabiraman_2020	NCBI	2016-10-05	India	2	2_II_related	0	0	0	1	2016	75	49	10
MK858099.1	FT_J221_S36_R2	Pattabiraman_2020	NCBI	2016-08-26	India	2	2_II_related	0	0	0	1	2016	75	49	10
MK858104.1	FT_DNS1_468_S30_R3	Pattabiraman_2020	NCBI	2016-10-05	India	2	2_II_related	0	0	0	1	2016	75	49	10
MK858112.1	FT_AJ_27_S45_R3	Jagtap_2020	NCBI	2017-10-05	India	2	2_II_related	0	0	0	1	2017	27	21	11
MZ312931.1	FT_AJ_34_S73_R3_DENV2_Cosmopolitan_India	Jagtap_2021	NCBI	2017-10-09	India	2	2_II_related	0	0	0	1	2017	27	21	11
MK858116.2	FT_AJ_03_S55_R3	Jagtap_2020	NCBI	2017-09-06	India	2	2_II_related	0	0	0	1	2017	27	21	11
ON123663.1	N292	Maurya_2022	NCBI	2018-09-17	India	2	2_II_related	0	0	0	1	2018	27	27	10
OM639986.1	MCL-21-H-11381	Yadav_2022	NCBI	2021-11-16	India	2	2_II_related	0	0	0	1	2021	36	33	10
OM730078.1	MCL-21-H-11204_RNA-8485	Yadav_2022	NCBI	2021-11-16	India	2	2_II	0	0	0	1	2021	36	33	10
OM639989.1	MCL-21-H-11403	Yadav_2022	NCBI	2021-11-16	India	2	2_II_related	0	0	0	1	2021	36	33	10
OM639985.1	MCL-21-H-11373	Yadav_2022	NCBI	2021-11-16	India	2	2_II_related	0	0	0	1	2021	36	33	10
OM700180.1	MCL-21-H-10974_RNA-8474	Yadav_2022	NCBI	2021-11-16	India	2	2_II	0	0	0	1	2021	36	33	10
OM639991.1	MCL-21-H-11427	Yadav_2022	NCBI	2021-11-16	India	2	2_II_related	0	0	0	1	2021	36	33	10
OM744110.1	MCL-21-H-11428_RNA-8514	Yadav_2022	NCBI	2021-11-16	India	2	2_unassigned	0	0	0	1	2021	36	33	10
OM639980.1	MCL-21-H-10947	Yadav_2022	NCBI	2021-11-16	India	2	2_II	0	0	0	1	2021	36	33	10
AB189124.1	98900666	Dewi_2004	NCBI	1998-XX-XX	Indonesia	2	2_II_related	0	0	0	0	1998	11	11	10
AB189122.1	98900663	Dewi_2004	NCBI	1998-XX-XX	Indonesia	2	2_II_related	0	0	0	0	1998	11	11	10
AB189123.1	98900665	Dewi_2004	NCBI	1998-XX-XX	Indonesia	2	2_II_related	0	0	0	0	1998	11	11	10
AY858035.2	BA05i	Suwandono_2005	NCBI	2004-XX-XX	Indonesia	2	2_II	0	0	0	0	2004	14	14	10
AY858036.2	TB16i	Suwandono_2005	NCBI	2004-XX-XX	Indonesia	2	2_II	0	0	0	0	2004	14	14	10
KC762662.1	MKS-0297	Sasmono_2015	NCBI	2007-11-21	Indonesia	2	2_II	0	0	0	1	2007	31	31	10
KC762665.1	MKS-0068	Sasmono_2015	NCBI	2007-07-06	Indonesia	2	2_II	0	0	0	1	2007	31	31	10
KC762655.1	MKS-0417	Sasmono_2015	NCBI	2007-09-27	Indonesia	2	2_II	0	0	0	1	2007	31	31	10
KC762661.1	MKS-0412	Sasmono_2015	NCBI	2007-09-24	Indonesia	2	2_II	0	0	0	1	2007	31	31	10
KC762673.1	MKS-2018	Sasmono_2015	NCBI	2008-03-11	Indonesia	2	2_II	0	0	0	1	2008	41	41	10
KC762675.1	MKS-2032	Sasmono_2015	NCBI	2008-03-08	Indonesia	2	2_II	0	0	0	1	2008	41	41	10
KC762680.1	MKS-WS80	Sasmono_2015	NCBI	2010-04-05	Indonesia	2	2_II	0	0	0	1	2010	11	8	10
KC762678.1	MKS-WS73	Sasmono_2015	NCBI	2010-03-04	Indonesia	2	2_II	0	0	0	1	2010	11	8	10
KC762679.1	MKS-WS79a	Sasmono_2015	NCBI	2010-03-29	Indonesia	2	2_II	0	0	0	1	2010	11	8	10
MN335246.1	AFI_MDH_244	Pollett_2020	NCBI	2017-06-07	Kenya	2	2_II_related	0	0	0	1	2017	20	4	10
MN335247.1	AFI_MDH_232	Pollett_2020	NCBI	2017-04-10	Kenya	2	2_II_related	0	0	0	1	2017	20	4	10
