strain	Sample_ID	Sample_Source	Data_Source	date	Location	Serotype	Sero_Geno	yale	caribbean	florida	cmplt_date	year	n_obs	n_obs_date	n_obs_ds
FJ562105.1	DENV-1/US/BID-V2096/1993	Henn_2009	NCBI	1993-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1993	6	6	6
FJ410183.1	DENV-1/US/BID-V2132/1993	Henn_2008	NCBI	1993-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1993	6	6	6
FJ410184.1	DENV-1/US/BID-V2133/1993	Henn_2008	NCBI	1993-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1993	6	6	6
FJ410185.1	DENV-1/US/BID-V2134/1993	Henn_2008	NCBI	1993-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1993	6	6	6
FJ547087.1	DENV-1/US/BID-V2135/1992	Henn_2009	NCBI	1992-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1992	4	4	4
FJ410186.1	DENV-1/US/BID-V2136/1992	Henn_2008	NCBI	1992-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1992	4	4	4
FJ410187.1	DENV-1/US/BID-V2137/1992	Henn_2008	NCBI	1992-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1992	4	4	4
FJ478458.1	DENV-1/US/BID-V2142/1987	Henn_2008	NCBI	1987-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1987	11	11	11
FJ410190.1	DENV-1/US/BID-V2143/1987	Henn_2008	NCBI	1987-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1987	11	11	11
FJ562106.1	DENV-1/US/BID-V2097/1986	Henn_2009	NCBI	1986-XX-XX	Puerto-Rico	1	1_V	0	1	0	0	1986	5	5	5
OA04	CAREC_817485	Allicock_2021	Yale	1981-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1981	1	1	1
DH041	CAREC_780572	Ott_2021	Yale	1978-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1978	3	3	3
DH041r	CAREC_780572_rerun	Ott_2021	Yale	1978-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1978	3	3	3
DH042	CAREC_780894	Ott_2021	Yale	1978-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1978	3	3	3
DH006	CAREC_777921	Ott_2021	Yale	1977-XX-XX	Bahamas	1	1_V	0	1	0	0	1977	1	1	1
DH028	PRS_228690	Ott_2021	Yale	1977-XX-XX	Jamaica	1	1_V	0	1	0	0	1977	1	1	1
OA02	CAREC_77932	Allicock_2021	Yale	1977-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1977	2	2	2
OA03	CAREC_7792302	Allicock_2021	Yale	1977-XX-XX	Trinidad-and-Tobago	1	1_V	0	1	0	0	1977	2	2	2
OA01	t73	Allicock_2021	Yale	1973-XX-XX	Trinidad-and-Tobago	1	1_III_related	0	1	0	0	1973	1	1	1
US/DB327/2022	230640	FL-DPH	CDC	2022-10-01	Puerto-Rico	1	1_V	0	1	0	1	2022	7	7	7
US/DB324/2022	230578	FL-DPH	CDC	2022-07-19	Cuba	1	1_V	0	1	0	1	2022	195	195	195
Yale-DN00748-1	220095	FL-DPH	Yale	2022-07-02	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00702-2	220009	FL-DPH	Yale	2022-05-16	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00700-1	220097	FL-DPH	Yale	2022-04-24	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00721-1	200398	FL-DPH	Yale	2019-12-05	Mexico	1	1_V	1	0	0	1	2019	7	7	7
Yale-DN00771-1	200384	FL-DPH	Yale	2019-10-23	Venezuela	1	1_V	1	0	0	1	2019	2	2	2
Yale-DN00760-1	200349	FL-DPH	Yale	2019-10-17	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00756-1	200298	FL-DPH	Yale	2019-10-08	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00754-2	200371	FL-DPH	Yale	2019-10-04	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00664	200353	FL-DPH	Yale	2019-10-02	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00629	200265	FL-DPH	Yale	2019-09-10	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00619-1	200013	FL-DPH	Yale	2019-08-28	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00603	200282	FL-DPH	Yale	2019-08-23	Honduras	1	1_V	1	0	0	1	2019	4	4	4
Yale-DN00592	200305	FL-DPH	Yale	2019-08-18	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00593	200456	FL-DPH	Yale	2019-08-14	Haiti	1	1_V	1	1	0	1	2019	2	2	2
Yale-DN00568	200466	FL-DPH	Yale	2019-08-12	Haiti	1	1_V	1	1	0	1	2019	2	2	2
Yale-DN00569	200316	FL-DPH	Yale	2019-08-12	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00542-1	200151	FL-DPH	Yale	2019-07-17	Cambodia	1	1_I	1	0	0	1	2019	104	12	11
Yale-DN00544	200481	FL-DPH	Yale	2019-07-14	Nicaragua	1	1_I	1	0	0	1	2019	8	8	8
Yale-DN00565	200410	FL-DPH	Yale	2019-07-26	Cuba	1	1_V	1	1	0	1	2019	66	66	66
Yale-DN00533	200256	FL-DPH	Yale	2019-07-04	Dominican-Republic	1	1_V	1	1	0	1	2019	5	5	5
Yale-DN00482	200075	FL-DPH	Yale	2019-01-07	Venezuela	1	1_V	1	0	0	1	2019	2	2	2
Yale-DN00138-1	190512	FL-DPH	Yale	2018-07-05	Haiti	1	1_V	1	1	0	1	2018	1	1	1
Yale-DN00073	190316	FL-DPH	Yale	2016-07-12	Colombia	1	1_V	1	0	0	1	2016	3	3	3
Yale-DN00058	190112	FL-DPH	Yale	2016-03-15	Costa-Rica	1	1_V	1	0	0	1	2016	2	2	2
Yale-DN00355	190390	FL-DPH	Yale	2016-02-08	Brazil	1	1_V	1	0	0	1	2016	9	9	9
Yale-DN00201	190499	FL-DPH	Yale	2015-05-19	Brazil	1	1_V	1	0	0	1	2015	8	8	8
KT279761.2	Haiti/1207/2014	Elbadry_2015	NCBI	2014-11-27	Haiti	1	1_V	0	1	0	1	2014	4	4	4
Yale-DN00333	190317	FL-DPH	Yale	2013-09-21	Dominican-Republic	1	1_V	1	1	0	1	2013	1	1	1
Yale-DN00033	190472	FL-DPH	Yale	2013-08-05	Puerto-Rico	1	1_V	1	1	0	1	2013	4	4	4
Yale-DN00243	190260	FL-DPH	Yale	2012-09-02	Jamaica	1	1_V	1	1	0	1	2012	2	1	2
Yale-DN00270	190278	FL-DPH	Yale	2012-08-16	Haiti	1	1_V	1	1	0	1	2012	2	1	2
Yale-DN00221	190269	FL-DPH	Yale	2010-07-28	Dominican-Republic	1	1_V	1	1	0	1	2010	1	1	1
OP895911.1	DENV_34_2021	Nagy_2022	NCBI	2021-01-XX	Saint-Martin	1	1_V	0	1	0	0	2021	2	2	2
OP895912.1	DENV_48_2021	Nagy_2022	NCBI	2021-01-XX	Saint-Martin	1	1_V	0	1	0	0	2021	2	2	2
Yale-DN00823-1	230540	FL-DPH	Yale	2022-08-28	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00793	230435	FL-DPH	Yale	2022-08-02	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00821	230557	FL-DPH	Yale	2022-09-01	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00846	230558	FL-DPH	Yale	2022-09-19	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00938	230449	FL-DPH	Yale	2022-12-03	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00966	220008	FL-DPH	Yale	2021-11-16	Cuba	1	1_V	1	1	0	1	2021	3	3	3
Yale-DN00976	220084	FL-DPH	Yale	2020-01-09	Bolivia	1	1_V	1	0	0	1	2020	2	2	2
Yale-DN00982	220125	FL-DPH	Yale	2020-11-25	Cuba	1	1_V	1	1	0	1	2020	4	4	4
Yale-DN00986	220147	FL-DPH	Yale	2020-12-18	Cuba	1	1_V	1	1	0	1	2020	4	4	4
Yale-DN00990	220177	FL-DPH	Yale	2022-06-23	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN00992	220188	FL-DPH	Yale	2020-01-10	Cuba	1	1_V	1	1	0	1	2020	4	4	4
Yale-DN01011	220290	FL-DPH	Yale	2020-03-15	Bolivia	1	1_V	1	0	0	1	2020	2	2	2
Yale-DN01015	220215	FL-DPH	Yale	2022-06-17	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN01016	220057	FL-DPH	Yale	2022-06-29	Brazil	1	1_V	1	0	0	1	2022	174	174	11
Yale-DN01019	220014	FL-DPH	Yale	2022-07-14	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN01062	230355	FL-DPH	Yale	2022-12-07	Cuba	1	1_V	1	1	0	1	2022	195	195	195
Yale-DN01066	230004	FL-DPH	Yale	2022-12-07	Mexico	1	1_V	1	0	0	1	2022	2	2	2
MZ291446.1	VI/Italy/2020	Barzon_2021	NCBI	2020-08-XX	Italy	1	1_I	0	0	0	0	2020	1	1	1
MN954554.1	19-5897-1	Munivenkatappa_2021	NCBI	2019-XX-XX	India	1	1_III_related	0	0	0	0	2019	8	3	8
MN954555.1	19-7168-2	Munivenkatappa_2021	NCBI	2019-XX-XX	India	1	1_III_related	0	0	0	0	2019	8	3	8
MZ773407.1	AFI007	Cardona-Ospina_2021	NCBI	2019-09-XX	Colombia	1	1_V	0	0	0	0	2019	2	2	2
MN577472.1	INMI1/DRC-2019	Colavita_2019	NCBI	2019-07-XX	Italy	1	1_unassigned	0	0	0	0	2019	1	1	1
MW828678.1	57BC	Sulthana_2021	NCBI	2019-05-XX	India	1	1_IV	0	0	0	0	2019	8	3	8
LC410183.1	Th17-087DV1	Phadungsombat_2018	NCBI	2017-04-XX	Thailand	1	1_I	0	0	0	0	2017	8	8	8
MN556095.1	EC0426-1/seq/01	Ortega-Lopez_2020	NCBI	2017-04-XX	Ecuador	1	1_V	0	0	0	0	2017	1	1	1
MH921567.1	PNG_2016	Pyke_2018	NCBI	2016-XX-XX	Australia	1	1_IV	0	0	0	0	2016	4	4	4
DH143	I - 001	Ott_2022	Yale	2016-XX-XX	Mexico	1	1_V	0	0	0	0	2016	1	1	1
OK040059.1	KAJP18_DENV1_Kenya_Eastern.Africa_2016	Alfsnes_2021	NCBI	2016-XX-XX	Kenya	1	1_III_related	0	0	0	0	2016	4	1	4
KY496854.1	D1/Taiwan/114TP1611a	Yang_2017	NCBI	2016-11-XX	Taiwan	1	1_IV	0	0	0	0	2016	2	2	2
KY496855.1	D1/Philippines/1610cTw	Yang_2017	NCBI	2016-10-XX	Taiwan	1	1_IV	0	0	0	0	2016	2	2	2
LC128301.1	D1/Hu/Philippines/NIID13/2016	Tajima_2016	NCBI	2016-01-XX	Philippines	1	1_IV	0	0	0	0	2016	1	1	1
MH823207.1	JMB-059	Yohan_2019	NCBI	2015-XX-XX	Indonesia	1	1_I	0	0	0	0	2015	2	1	2
MH921566.1	PNG_2015c	Pyke_2018	NCBI	2015-XX-XX	Australia	1	1_IV	0	0	0	0	2015	4	4	4
MT832033.1	AB204803_D1_2_cp1	Fung_2021	NCBI	2015-XX-XX	Philippines	1	1_IV	0	0	0	0	2015	5	4	5
MT832034.1	AB204803_D1_2	Fung_2021	NCBI	2015-XX-XX	Philippines	1	1_IV	0	0	0	0	2015	5	4	5
MZ857216.1	KAJP17_DENV1_Eritrea_Eastern.Africa_2015	Alfsnes_2021	NCBI	2015-XX-XX	Eritrea	1	1_III_related	0	0	0	0	2015	1	1	1
MT397276.1	DENV1/KUF31	Punpapong_2020	NCBI	2015-11-XX	Thailand	1	1_I	0	0	0	0	2015	5	5	5
MT397277.1	DENV1/KUF35	Punpapong_2020	NCBI	2015-11-XX	Thailand	1	1_I	0	0	0	0	2015	5	5	5
LC652827.1	Th15-DV1-TM002	Poltep_2022	NCBI	2015-11-XX	Thailand	1	1_I	0	0	0	0	2015	5	5	5
LC652828.1	Th15-DV1-TM014	Poltep_2022	NCBI	2015-11-XX	Thailand	1	1_I	0	0	0	0	2015	5	5	5
MZ343259.1	Ciudad_Juarez	Palermo_2021	NCBI	2015-11-XX	Mexico	1	1_V	0	0	0	0	2015	1	1	1
MT076934.1	CFA346	Shah_2020	NCBI	2015-03-XX	Kenya	1	1_II	0	0	0	0	2015	5	5	5
MT076935.1	CFA348	Shah_2020	NCBI	2015-03-XX	Kenya	1	1_II	0	0	0	0	2015	5	5	5
KU365900.1	D1/Taiwan/806KH1405a	Yang_2016	NCBI	2014-XX-XX	Taiwan	1	1_I	0	0	0	0	2014	1	1	1
KR919820.1	Brun2014	Pyke_2016	NCBI	2014-XX-XX	Brunei	1	1_unassigned	0	0	0	0	2014	1	1	1
KP398852.1	DK87	Murugananthan_2015	NCBI	2014-XX-XX	Sri-Lanka	1	1_I	0	0	0	0	2014	1	1	1
MZ008452.1	D1/NI/1735_1E/2014	Edgerton_2021	NCBI	2014-XX-XX	Nicaragua	1	1_V	0	0	0	0	2014	4	4	4
KT831765.1	BO15/14	Churrotin_2016	NCBI	2014-09-XX	Indonesia	1	1_I	0	0	0	0	2014	4	3	4
MT076932.1	CFA193	Shah_2020	NCBI	2014-07-XX	Kenya	1	1_II	0	0	0	0	2014	8	3	8
MT076933.1	CFA201	Shah_2020	NCBI	2014-07-XX	Kenya	1	1_II	0	0	0	0	2014	8	3	8
MT921569.1	Cairns_2013b	Pyke_2020	NCBI	2013-XX-XX	Australia	1	1_I	0	0	0	0	2013	2	2	2
KJ468234.1	BNI-5201	Punzel_2014	NCBI	2013-XX-XX	Germany	1	1_I	0	0	0	0	2013	1	1	1
MG877555.1	Ncal2013	Fontaine_2018	NCBI	2013-XX-XX	New-Caledonia	1	1_I	0	0	0	0	2013	7	1	7
MZ857205.1	KAJP5_DENV1_Angola_Central.Africa_2013	Alfsnes_2021	NCBI	2013-XX-XX	Angola	1	1_unassigned	0	0	0	0	2013	2	2	2
MZ857206.1	KAJP7_DENV1_Kenya_Eastern.Africa_2013	Alfsnes_2021	NCBI	2013-XX-XX	Kenya	1	1_I	0	0	0	0	2013	8	8	8
KJ755855.1	NIV_K130706770_India	Patil_2016	NCBI	2013-07-XX	India	1	1_I	0	0	0	0	2013	9	3	9
KF184975.1	Angola_2013	Sessions_2013	NCBI	2013-04-XX	Angola	1	1_unassigned	0	0	0	0	2013	2	2	2
KJ189368.1	DENV-1/MX/BID-V8195/2012	Zody_2014	NCBI	2012-XX-XX	Mexico	1	1_V	0	0	0	0	2012	4	4	4
KY057365.1	SUB-003A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_I	0	0	0	0	2012	9	9	9
KY057366.1	SUB-026A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_IV	0	0	0	0	2012	9	9	9
KY057367.1	SUB-027A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_I	0	0	0	0	2012	9	9	9
KY057368.1	SUB-032A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_IV	0	0	0	0	2012	9	9	9
KY057369.1	SUB-038A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_I	0	0	0	0	2012	9	9	9
KY057370.1	SUB-048A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_I	0	0	0	0	2012	9	9	9
KY057371.1	SUB-049A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_IV	0	0	0	0	2012	9	9	9
KY057372.1	SUB-098A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_I	0	0	0	0	2012	9	9	9
KY057373.1	SUB-120A	Sasmono_2018	NCBI	2012-XX-XX	Indonesia	1	1_I	0	0	0	0	2012	9	9	9
MH822958.1	T24_S68	Kar_2018	NCBI	2012-XX-XX	India	1	1_III_related	0	0	0	0	2012	8	3	8
MH822959.1	T28_S69	Kar_2018	NCBI	2012-XX-XX	India	1	1_III_related	0	0	0	0	2012	8	3	8
MG877552.1	Laos2012	Fontaine_2018	NCBI	2012-XX-XX	Laos	1	1_I	0	0	0	0	2012	1	1	1
MG877557.1	Gabon2012	Fontaine_2018	NCBI	2012-XX-XX	Gabon	1	1_unassigned	0	0	0	0	2012	1	1	1
KC131140.1	ZH398	Lin_2013	NCBI	2012-09-XX	China	1	1_I	0	0	0	0	2012	7	5	7
KC131141.1	ZH415	Lin_2013	NCBI	2012-09-XX	China	1	1_I	0	0	0	0	2012	7	5	7
KJ189306.1	DENV-1/MX/BID-V7298/2011	Zody_2014	NCBI	2011-XX-XX	Mexico	1	1_V	0	0	0	0	2011	7	6	7
KJ189307.1	DENV-1/MX/BID-V7302/2011	Zody_2014	NCBI	2011-XX-XX	Mexico	1	1_V	0	0	0	0	2011	7	6	7
KJ189348.1	DENV-1/MX/BID-V7624/2011	Zody_2014	NCBI	2011-XX-XX	Mexico	1	1_V	0	0	0	0	2011	7	6	7
KJ189349.1	DENV-1/MX/BID-V7625/2011	Zody_2014	NCBI	2011-XX-XX	Mexico	1	1_V	0	0	0	0	2011	7	6	7
KJ189369.1	DENV-1/MX/BID-V8196/2011	Zody_2014	NCBI	2011-XX-XX	Mexico	1	1_V	0	0	0	0	2011	7	6	7
KU509254.1	DENV1-10429	Shihada_2017	NCBI	2011-XX-XX	Venezuela	1	1_V	0	0	0	0	2011	3	1	3
KU509255.1	DENV1-16687	Shihada_2017	NCBI	2011-XX-XX	India	1	1_III_related	0	0	0	0	2011	5	4	5
KF289072.1	RR107	Neeraja_2014	NCBI	2011-XX-XX	India	1	1_III_related	0	0	0	0	2011	5	4	5
MT459980.1	43241	Hwang_2020	NCBI	2011-XX-XX	South-Korea	1	1_I	0	0	0	0	2011	1	1	1
KT827369.1	GZ/8513/D1/2011	Bai_2017	NCBI	2011-XX-XX	China	1	1_I	0	0	0	0	2011	2	2	2
OK040060.1	KAJP4_DENV1_Somalia_Eastern.Africa_2011	Alfsnes_2021	NCBI	2011-XX-XX	Somalia	1	1_I	0	0	0	0	2011	1	1	1
JQ048541.1	DG14	Ma_2012	NCBI	2011-09-XX	China	1	1_I	0	0	0	0	2011	2	2	2
JN054255.1	DV1_SL_2010b	Tissera_2011	NCBI	2010-XX-XX	Sri-Lanka	1	1_I	0	0	0	0	2010	1	1	1
KU509252.1	DENV1-4876	Shihada_2017	NCBI	2010-XX-XX	Venezuela	1	1_V	0	0	0	0	2010	6	1	6
KU509258.1	DENV1-2522	Shihada_2017	NCBI	2010-XX-XX	Eritrea	1	1_I	0	0	0	0	2010	1	1	1
MW946053.1	FSB-3363	Katzelnick_2021	NCBI	2010-XX-XX	Bolivia	1	1_V	0	0	0	0	2010	1	1	1
JQ692085.1	RR121	Dash_2014	NCBI	2010-XX-XX	India	1	1_III_related	0	0	0	0	2010	2	1	2
MZ857203.1	KAJP2_DENV1_Gambia_Western.Africa_2010	Alfsnes_2021	NCBI	2010-XX-XX	Gambia	1	1_I	0	0	0	0	2010	1	1	1
MG518567.1	2010-1806	Caro_2018	NCBI	2010-09-XX	France	1	1_V	0	0	0	0	2010	1	1	1
KJ189316.1	DENV-1/MX/BID-V7569/2009	Zody_2014	NCBI	2009-XX-XX	Mexico	1	1_V	0	0	0	0	2009	9	9	9
