strain	Sample_ID	Sample_Source	Data_Source	date	Location	Serotype	Sero_Geno	yale	caribbean	florida	cmplt_date	year	n_obs	n_obs_date	n_obs_ds
Yale-DN00849	230539	FL-DPH	Yale	2022-09-12	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00853	230429	FL-DPH	Yale	2022-09-13	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00856	230515	FL-DPH	Yale	2022-09-17	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00857	230432	FL-DPH	Yale	2022-09-23	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00858	230555	FL-DPH	Yale	2022-09-21	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00859	230568	FL-DPH	Yale	2022-09-26	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00860	230569	FL-DPH	Yale	2022-09-22	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00862	230410	FL-DPH	Yale	2022-09-22	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00864	230544	FL-DPH	Yale	2022-09-23	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00866	230455	FL-DPH	Yale	2022-09-13	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00869	230446	FL-DPH	Yale	2022-09-25	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00870	230476	FL-DPH	Yale	2022-09-29	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00877	230462	FL-DPH	Yale	2022-09-30	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00878	230495	FL-DPH	Yale	2022-10-04	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00879	230532	FL-DPH	Yale	2022-09-25	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00881	230406	FL-DPH	Yale	2022-10-07	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00882	230424	FL-DPH	Yale	2022-10-05	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00885	230514	FL-DPH	Yale	2022-10-21	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00892	230493	FL-DPH	Yale	2022-10-15	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00893	230530	FL-DPH	Yale	2022-10-14	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00895	230453	FL-DPH	Yale	2022-10-15	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00896	230489	FL-DPH	Yale	2022-10-19	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00898	230153	FL-DPH	Yale	2022-10-10	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00903	230500	FL-DPH	Yale	2022-10-20	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00906	230486	FL-DPH	Yale	2022-10-30	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00908	230444	FL-DPH	Yale	2022-10-02	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00910	230501	FL-DPH	Yale	2022-11-04	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00911	230562	FL-DPH	Yale	2022-11-03	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00912	230411	FL-DPH	Yale	2022-11-03	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00915	230467	FL-DPH	Yale	2022-11-10	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00917	230408	FL-DPH	Yale	2022-11-14	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00921	230529	FL-DPH	Yale	2022-11-20	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00922	230043	FL-DPH	Yale	2022-11-21	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00923	230090	FL-DPH	Yale	2022-11-28	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00924	230379	FL-DPH	Yale	2022-11-17	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00927	230563	FL-DPH	Yale	2022-11-25	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00928	230488	FL-DPH	Yale	2022-11-30	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00929	230427	FL-DPH	Yale	2022-11-07	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00931	230477	FL-DPH	Yale	2022-11-18	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00936	230460	FL-DPH	Yale	2022-11-29	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00941	230414	FL-DPH	Yale	2022-12-02	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00781	230512	FL-DPH	Yale	2022-07-23	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00785	230010	FL-DPH	Yale	2022-08-08	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00791	230521	FL-DPH	Yale	2022-08-11	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00792	230538	FL-DPH	Yale	2022-08-13	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00794	230417	FL-DPH	Yale	2022-08-18	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00795	230430	FL-DPH	Yale	2022-08-18	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00796	230478	FL-DPH	Yale	2022-08-18	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00797	230533	FL-DPH	Yale	2022-08-17	Florida(USA)	3	3_III	1	0	1	1	2022	31	31	11
Yale-DN00798	230481	FL-DPH	Yale	2022-08-16	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00802	230470	FL-DPH	Yale	2022-08-09	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00803	230454	FL-DPH	Yale	2022-08-12	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00804	230438	FL-DPH	Yale	2022-08-05	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00805	230418	FL-DPH	Yale	2022-08-06	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00807	230505	FL-DPH	Yale	2022-08-21	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00808	230465	FL-DPH	Yale	2022-08-18	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00809	230412	FL-DPH	Yale	2022-08-24	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00815	230546	FL-DPH	Yale	2022-08-20	Cuba	3	3_III	1	1	0	1	2022	195	195	195
Yale-DN00818	230403	FL-DPH	Yale	2022-08-24	Cuba	3	3_III	1	1	0	1	2022	195	195	195
OQ445962	US/DB374/2022	FL-DPH	CDC	2022-06-28	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445961	US/DB375/2022	FL-DPH	CDC	2022-05-22	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445960	US/DB376/2022	FL-DPH	CDC	2022-06-21	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445959	US/DB377/2022	FL-DPH	CDC	2022-06-29	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445958	US/DB378/2022	FL-DPH	CDC	2022-06-28	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445957	US/DB379/2022	FL-DPH	CDC	2022-06-25	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445956	US/DB380/2022	FL-DPH	CDC	2022-07-06	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445955	US/DB381/2022	FL-DPH	CDC	2022-07-09	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445954	US/DB382/2022	FL-DPH	CDC	2022-07-08	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445952	US/DB384/2022	FL-DPH	CDC	2022-07-10	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445951	US/DB385/2022	FL-DPH	CDC	2022-07-09	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445950	US/DB386/2022	FL-DPH	CDC	2022-07-09	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445949	US/DB387/2022	FL-DPH	CDC	2022-07-15	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445945	US/DB391/2022	FL-DPH	CDC	2022-07-17	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445944	US/DB392/2022	FL-DPH	CDC	2022-07-22	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445943	US/DB393/2022	FL-DPH	CDC	2022-07-19	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445942	US/DB394/2022	FL-DPH	CDC	2022-07-22	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445941	US/DB395/2022	FL-DPH	CDC	2022-07-21	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445940	US/DB396/2022	FL-DPH	CDC	2022-07-09	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445939	US/DB397/2022	FL-DPH	CDC	2022-07-22	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445938	US/DB398/2022	FL-DPH	CDC	2022-07-21	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445937	US/DB399/2022	FL-DPH	CDC	2022-07-22	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445936	US/DB400/2022	FL-DPH	CDC	2022-07-26	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445896	US/DB401/2022	FL-DPH	CDC	2022-07-25	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445897	US/DB402/2022	FL-DPH	CDC	2022-07-25	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445898	US/DB403/2022	FL-DPH	CDC	2022-07-30	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445899	US/DB404/2022	FL-DPH	CDC	2022-07-28	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445895	US/DB338/2022	FL-DPH	CDC	2022-08-01	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445901	US/DB339/2022	FL-DPH	CDC	2022-07-25	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445902	US/DB340/2022	FL-DPH	CDC	2022-07-26	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445903	US/DB341/2022	FL-DPH	CDC	2022-07-19	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445904	US/DB342/2022	FL-DPH	CDC	2022-07-30	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445905	US/DB343/2022	FL-DPH	CDC	2022-08-02	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445906	US/DB344/2022	FL-DPH	CDC	2022-08-03	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445907	US/DB345/2022	FL-DPH	CDC	2022-08-03	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445908	US/DB346/2022	FL-DPH	CDC	2022-07-27	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445909	US/DB347/2022	FL-DPH	CDC	2022-08-08	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445910	US/DB348/2022	FL-DPH	CDC	2022-08-08	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445911	US/DB349/2022	FL-DPH	CDC	2022-08-06	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445912	US/DB350/2022	FL-DPH	CDC	2022-08-09	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445913	US/DB351/2022	FL-DPH	CDC	2022-08-09	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445914	US/DB352/2022	FL-DPH	CDC	2022-08-04	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445915	US/DB353/2022	FL-DPH	CDC	2022-08-10	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445916	US/DB354/2022	FL-DPH	CDC	2022-08-10	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445917	US/DB355/2022	FL-DPH	CDC	2022-08-08	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445924	US/DB362/2022	FL-DPH	CDC	2022-09-02	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445926	US/DB364/2022	FL-DPH	CDC	2022-09-11	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ445928	US/DB366/2022	FL-DPH	CDC	2022-09-20	Cuba	3	3_III	0	1	0	1	2022	195	195	195
OQ836206	PR/DB415/2022	CDC	CDC	2022-08-20	Puerto-Rico	3	3_III	0	1	0	1	2022	7	7	7
OQ836207	PR/DB416/2022	CDC	CDC	2022-09-02	Puerto-Rico	3	3_III	0	1	0	1	2022	7	7	7
OQ836208	PR/DB417/2022	CDC	CDC	2022-12-27	Puerto-Rico	3	3_III	0	1	0	1	2022	7	7	7
OQ836205	PR/DB414/2022	CDC	CDC	2022-10-29	Puerto-Rico	3	3_III	0	1	0	1	2022	7	7	7
OQ836209	PR/DB418/2023	CDC	CDC	2023-01-24	Puerto-Rico	3	3_III	0	1	0	1	2023	1	1	1
OQ836210	PR/DB419/2022	CDC	CDC	2022-07-30	Puerto-Rico	3	3_III	0	1	0	1	2022	7	7	7
OQ836211	PR/DB420/2022	CDC	CDC	2022-07-27	Puerto-Rico	3	3_III	0	1	0	1	2022	7	7	7
JQ920481.1	NC89/060289-283	Aubry_2013	NCBI	1989-06-02	New-Caledonia	3	3_I_related	0	0	0	1	1989	1	1	1
DH110	TVP-2350	Ott_2021	Yale	1989-27-07	Thailand	3	3_II	0	0	0	1	1989	2	1	2
JQ920487.1	WF89/140889-4838	Aubry_2013	NCBI	1989-14-08	Wallis-and-Futuna	3	3_I_related	0	0	0	1	1989	1	1	1
MZ857225.1	KAJP32_DENV3_Thailand_South.East.Asia_1991-05-21	Alfsnes_2021	NCBI	1991-21-05	Thailand	3	3_II	0	0	0	1	1991	6	2	6
JQ920476.1	PF91/090891-22130	Aubry_2013	NCBI	1991-09-08	French-Polynesia	3	3_I_related	0	0	0	1	1991	1	1	1
MZ857226.1	KAJP33_DENV3_Thailand_South.East.Asia_1991-9-17	Alfsnes_2021	NCBI	1991-17-09	Thailand	3	3_II	0	0	0	1	1991	6	2	6
JQ920477.1	PF93/200493-110185	Aubry_2013	NCBI	1993-20-04	French-Polynesia	3	3_I_related	0	0	0	1	1993	1	1	1
JQ920482.1	NC95/240295-418	Aubry_2013	NCBI	1995-24-02	New-Caledonia	3	3_I_related	0	0	0	1	1995	3	3	3
JQ920488.1	WF95/050495-1650	Aubry_2013	NCBI	1995-05-04	Wallis-and-Futuna	3	3_I_related	0	0	0	1	1995	2	2	2
JQ920489.1	WF95/090595-2448	Aubry_2013	NCBI	1995-09-05	Wallis-and-Futuna	3	3_I_related	0	0	0	1	1995	2	2	2
JQ920478.1	PF95/190795-20064	Aubry_2013	NCBI	1995-19-07	French-Polynesia	3	3_I_related	0	0	0	1	1995	1	1	1
JQ920483.1	NC95/170895-3750	Aubry_2013	NCBI	1995-17-08	New-Caledonia	3	3_I_related	0	0	0	1	1995	3	3	3
JQ920484.1	NC95/271295-4197	Aubry_2013	NCBI	1995-27-12	New-Caledonia	3	3_I_related	0	0	0	1	1995	3	3	3
JQ920479.1	PF96/150296-46183	Aubry_2013	NCBI	1996-15-02	French-Polynesia	3	3_I_related	0	0	0	1	1996	2	2	2
JQ920480.1	PF96/040996-24881	Aubry_2013	NCBI	1996-04-09	French-Polynesia	3	3_I_related	0	0	0	1	1996	2	2	2
JQ920485.1	NC96/211096-4631	Aubry_2013	NCBI	1996-21-10	New-Caledonia	3	3_I_related	0	0	0	1	1996	2	2	2
JQ920486.1	NC96/181196-4690	Aubry_2013	NCBI	1996-18-11	New-Caledonia	3	3_I_related	0	0	0	1	1996	2	2	2
AY770511.2	GWL-25	Dash_2004	NCBI	2003-11-03	India	3	3_III	0	0	0	1	2003	1	1	1
DH163	UIS 58	Ott_2022	Yale	2003-03-07	Colombia	3	3_III	0	0	0	1	2003	7	1	7
DH167	SL 5-29-04	Ott_2022	Yale	2004-29-05	Sri-Lanka	3	3_III	0	0	0	1	2004	4	3	4
KY794787.1	71009	Luang-Suarkia_2018	NCBI	2007-09-10	Papua-New-Guinea	3	3_I	0	0	0	1	2007	1	1	1
KY794788.1	80424	Luang-Suarkia_2018	NCBI	2008-24-04	Papua-New-Guinea	3	3_I	0	0	0	1	2008	4	3	4
KY794789.1	80521	Luang-Suarkia_2018	NCBI	2008-21-05	Papua-New-Guinea	3	3_I	0	0	0	1	2008	4	3	4
KY794790.1	80606	Luang-Suarkia_2018	NCBI	2008-06-06	Papua-New-Guinea	3	3_I	0	0	0	1	2008	4	3	4
JN662391.1	GZ2D3	Yu_2012	NCBI	2009-06-08	China	3	3_III	0	0	0	1	2009	6	2	6
GU363549.1	GZ1D3	Zhang_2010	NCBI	2009-06-08	China	3	3_III	0	0	0	1	2009	6	2	6
MH450311.1	DENVEN-CC0010	Lizarazo_2018	NCBI	2010-27-08	Venezuela	3	3_III	0	0	0	1	2010	6	5	6
KY794786.1	101027	Luang-Suarkia_2018	NCBI	2010-27-10	Papua-New-Guinea	3	3_I	0	0	0	1	2010	2	2	2
MH888333.1	BOL_4025	Touret_2019	NCBI	2011-01-01	Bolivia	3	3_III	0	0	0	1	2011	1	1	1
MF004386.1	Malaysia_CNR_17046/2012	Baronti_2018	NCBI	2012-04-10	Malaysia	3	3_I	0	0	0	1	2012	1	1	1
KU216208.1	Rajasthan.India/DMRC/Balotra87/2013	Angel_2016	NCBI	2013-11-11	India	3	3_III	0	0	0	1	2013	9	6	9
KU216209.1	Rajasthan.India/Balotra_87-s/2013	Angel_2016	NCBI	2013-11-11	India	3	3_III	0	0	0	1	2013	9	6	9
KJ830751.1	Jeddah-2014	Azhar_2014	NCBI	2014-26-01	Saudi-Arabia	3	3_III	0	0	0	1	2014	2	2	2
MH544647.1	449335_Boyaca_CO_2015	Laiton Donato_2018	NCBI	2015-23-08	Colombia	3	3_III	0	0	0	1	2015	3	3	3
MH544650.1	449982_Meta_CO_2015	Laiton Donato_2018	NCBI	2015-07-09	Colombia	3	3_III	0	0	0	1	2015	3	3	3
MH544649.1	449686_Antioquia_CO_2015	Laiton Donato_2018	NCBI	2015-15-09	Colombia	3	3_III	0	0	0	1	2015	3	3	3
MH544651.1	476947_Risaralda_CO_2016	Laiton Donato_2018	NCBI	2016-16-04	Colombia	3	3_III	0	0	0	1	2016	3	3	3
LC379193.1	SYMAV-02/Gabon/2016	Abe_2019	NCBI	2016-15-05	Gabon	3	3_III	0	0	0	1	2016	4	4	4
LC379194.1	SYMAV-03/Gabon/2016	Abe_2019	NCBI	2016-20-05	Gabon	3	3_III	0	0	0	1	2016	4	4	4
LC379195.1	SYMAV-07/Gabon/2016	Abe_2019	NCBI	2016-14-07	Gabon	3	3_III	0	0	0	1	2016	4	4	4
LC379196.1	SYMAV-09/Gabon/2016	Abe_2019	NCBI	2016-22-07	Gabon	3	3_III	0	0	0	1	2016	4	4	4
LC379197.1	SYMAV-17/Gabon/2017	Abe_2019	NCBI	2017-15-04	Gabon	3	3_III	0	0	0	1	2017	1	1	1
ON123658.1	MD056	Maurya_2022	NCBI	2019-05-10	India	3	3_III	0	0	0	1	2019	8	5	8
ON123655.1	D25009	Maurya_2022	NCBI	2020-17-03	India	3	3_III	0	0	0	1	2020	4	4	4
MW295815.1	20XN39552_D3_Myanmar	Jiang_2020	NCBI	2020-07-09	China	3	3_I	0	0	0	1	2020	6	6	6
OK079104.1	BCSIR-05	Sarkar_2021	NCBI	2020-24-11	Bangladesh	3	3_I	0	0	0	1	2020	1	1	1
OK598123.1	F-124	Abeygoonawardena_2021	NCBI	2020-17-12	Sri-Lanka	3	3_I	0	0	0	1	2020	4	4	4
OM417341.1	623	Wong-Arambula_2022	NCBI	2021-19-09	Mexico	3	3_III	0	0	0	1	2021	5	5	5
OM417340.1	582	Wong-Arambula_2022	NCBI	2021-21-09	Mexico	3	3_III	0	0	0	1	2021	5	5	5
KU050695.1	H87	Anez_2015	NCBI	1956-XX-XX	Philippines	3	3_V_related	0	0	0	0	1956	4	3	4
M93130.1	H87	Osatomi_1993	NCBI	1956-XX-XX	Philippines	3	3_V	0	0	0	0	1956	4	3	4
KU725665.1	16562	Goh_2016	NCBI	1964-XX-XX	Philippines	3	3_V_related	0	0	0	0	1964	3	3	3
KM190937.1	VIROAF7	Rutvisuttinunt_2015	NCBI	1964-XX-XX	Philippines	3	3_V_related	0	0	0	0	1964	3	3	3
JQ922555.1	DENV-3/IND/664481/1966	Jayashri_2013	NCBI	1966-XX-XX	India	3	3_III_related	0	0	0	0	1966	2	2	2
DH102_AMPL	664481-1	Ott_2022	Yale	1966-XX-XX	India	3	3_III	0	0	0	0	1966	2	2	2
DH103	NG_2923_703539	Ott_2021	Yale	1970-XX-XX	India	3	3_III_related	0	0	0	0	1970	2	2	2
GQ868593.1	DENV-3/TH/BID-V3360/1973	Henn_2009	NCBI	1973-XX-XX	Thailand	3	3_II_related	0	0	0	0	1973	2	2	2
DQ863638.1	CH53489	Attatippaholkun_2009	NCBI	1973-XX-XX	Thailand	3	3_II_related	0	0	0	0	1973	2	2	2
OK469355.1	Dengue_3_S-40544_Burma_1973	Stica_2022	NCBI	1973-XX-XX	Myanmar	3	3_II_related	0	0	0	0	1973	1	1	1
OK469356.1	Dengue_3_S-40580_Burma_1976	Stica_2022	NCBI	1976-XX-XX	Myanmar	3	3_II_related	0	0	0	0	1976	4	4	4
MW946955.1	SLEMAN-1280-AC25	Katzelnick_2021	NCBI	1978-XX-XX	Indonesia	3	3_I_related	0	0	0	0	1978	2	2	2
AY648961.1	Sleman/78	Blaney_2004	NCBI	1978-XX-XX	Indonesia	3	3_I_related	0	0	0	0	1978	2	2	2
AF317645.1	80-2	Yuan_2001	NCBI	1980-XX-XX	China	3	3_V	0	0	0	0	1980	2	2	2
DQ401690.1	InJ-16-82	Islam_2006	NCBI	1982-XX-XX	Indonesia	3	3_II_related	0	0	0	0	1982	1	1	1
KJ737430.1	D83-144	Sarathy_2015	NCBI	1983-XX-XX	Thailand	3	3_II	0	0	0	0	1983	2	2	2
KF955476.1	DENV-3/LK/BID-V2415/1983	Zody_2014	NCBI	1983-XX-XX	Sri-Lanka	3	3_II_related	0	0	0	0	1983	4	4	4
GQ199887.1	DENV-3/LK/BID-V2405/1983	Henn_2009	NCBI	1983-XX-XX	Sri-Lanka	3	3_III_related	0	0	0	0	1983	4	4	4
GQ199888.1	DENV-3/LK/BID-V2407/1983	Henn_2009	NCBI	1983-XX-XX	Sri-Lanka	3	3_III_related	0	0	0	0	1983	4	4	4
GQ199889.1	DENV-3/LK/BID-V2410/1983	Henn_2009	NCBI	1983-XX-XX	Sri-Lanka	3	3_III_related	0	0	0	0	1983	4	4	4
KF955477.1	DENV-3/IN/BID-V2417/1984	Zody_2014	NCBI	1984-XX-XX	India	3	3_II_related	0	0	0	0	1984	1	1	1
DH106r	JKT_84-020	Ott_2021	Yale	1984-XX-XX	Indonesia	3	3_I	0	0	0	0	1984	6	6	6
FJ882574.1	DENV-3/LK/BID-V2414/1985	Henn_2009	NCBI	1985-XX-XX	Sri-Lanka	3	3_III_related	0	0	0	0	1985	1	1	1
FJ882575.1	DENV-3/MZ/BID-V2418/1985	Henn_2009	NCBI	1985-XX-XX	Mozambique	3	3_III	0	0	0	0	1985	1	1	1
OK605763.1	DENV3-2_JKT_85-934	Tamura_2022	NCBI	1985-XX-XX	Indonesia	3	3_I	0	0	0	0	1985	6	6	6
DH104_AMPL	85-049	Ott_2022	Yale	1985-XX-XX	Indonesia	3	3_I	0	0	0	0	1985	6	6	6
DH105	JKT_86-5283	Ott_2021	Yale	1986-XX-XX	Indonesia	3	3_I_related	0	0	0	0	1986	3	3	3
LT996912.1	59538	Abubakar_2020	NCBI	1987-XX-XX	Malaysia	3	3_III	0	0	0	0	1987	1	1	1
AY676352.1	ThD3_0010_87	Zhang_2005	NCBI	1987-XX-XX	Thailand	3	3_II	0	0	0	0	1987	3	3	3
AY676353.1	ThD3_0007_87	Zhang_2005	NCBI	1987-XX-XX	Thailand	3	3_II	0	0	0	0	1987	3	3	3
AY858038.2	den3_88	Suwandono_2005	NCBI	1988-XX-XX	Indonesia	3	3_I	0	0	0	0	1988	3	3	3
OK469353.1	D88-453 DEN 3 3/00	Stica_2022	NCBI	1988-XX-XX	Thailand	3	3_II	0	0	0	0	1988	4	4	4
KF955474.1	DENV-3/LK/BID-V2404/1989	Zody_2014	NCBI	1989-XX-XX	Sri-Lanka	3	3_III	0	0	0	0	1989	4	4	4
JQ411814.1	UNC3001	Messer_2012	NCBI	1989-XX-XX	Sri-Lanka	3	3_III	0	0	0	0	1989	4	4	4
FJ882571.1	DENV-3/LK/BID-V2411/1989	Henn_2009	NCBI	1989-XX-XX	Sri-Lanka	3	3_III	0	0	0	0	1989	4	4	4
FJ882572.1	DENV-3/LK/BID-V2412/1989	Henn_2009	NCBI	1989-XX-XX	Sri-Lanka	3	3_III_related	0	0	0	0	1989	4	4	4
AY744677.1	PF89/27643	Roche_2005	NCBI	1989-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1989	2	2	2
AY744678.1	PF89/320219	Roche_2005	NCBI	1989-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1989	2	2	2
DH108	LN_87390	Ott_2021	Yale	1989-XX-XX	Malaysia	3	3_II	0	0	0	0	1989	3	3	3
DH109	LN_83220	Ott_2021	Yale	1989-XX-XX	Malaysia	3	3_II	0	0	0	0	1989	3	3	3
OK469354.1	DENV 3 89/273 3/00	Stica_2022	NCBI	1989-XX-XX	Thailand	3	3_II	0	0	0	0	1989	2	1	2
AY744679.1	PF90/3050	Roche_2005	NCBI	1990-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1990	3	3	3
AY744680.1	PF90/3056	Roche_2005	NCBI	1990-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1990	3	3	3
AY744681.1	PF90/6056	Roche_2005	NCBI	1990-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1990	3	3	3
DH120	LN_72992	Ott_2021	Yale	1990-XX-XX	Malaysia	3	3_I	0	0	0	0	1990	1	1	1
FJ898455.1	DENV-3/CK/BID-V2972/1991	Henn_2009	NCBI	1991-XX-XX	Cook-Islands	3	3_I_related	0	0	0	0	1991	1	1	1
MW946691.1	29472-L11422-I	Katzelnick_2021	NCBI	1992-XX-XX	Fiji	3	3_I_related	0	0	0	0	1992	1	1	1
AY744682.1	PF92/2956	Roche_2005	NCBI	1992-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1992	3	3	3
AY744683.1	PF92/2986	Roche_2005	NCBI	1992-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1992	3	3	3
AY744684.1	PF92/4190	Roche_2005	NCBI	1992-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1992	3	3	3
FJ882573.1	DENV-3/LK/BID-V2413/1993	Henn_2009	NCBI	1993-XX-XX	Sri-Lanka	3	3_III	0	0	0	0	1993	1	1	1
OK605766.1	DENV3-5_S_162	Tamura_2022	NCBI	1993-XX-XX	Somalia	3	3_III	0	0	0	0	1993	3	3	3
FJ882576.1	DENV-3/NI/BID-V2420/1994	Henn_2009	NCBI	1994-XX-XX	Nicaragua	3	3_III	0	0	0	0	1994	1	1	1
